# P      T      H      H2       He       H2O       CH4       CO       CO2       NH3       H2S       HCN       C2H2       Na       K       TiO       VO       FeH      e      Hm      PH3      FeI      FeII      CaI      MgI
3.571674682851674833e-05 4.040776539995559233e+03 9.107114256399999608e-01 1.010371711699999966e-05 8.826036476899999650e-02 1.838124933400000100e-13 1.000000000000000038e-25 2.419426543500000152e-05 4.918760974099999895e-14 1.000000000000000038e-25 1.000000000000000038e-25 6.608311067700000237e-14 1.000000000000000038e-25 1.871275381199999879e-11 1.265005296999999935e-13 3.375682602000000237e-13 1.000000000000000038e-25 2.935458379599999945e-14 3.453857950100000258e-05 7.086699492399999634e-12 1.000000000000000038e-25 2.379393800699999933e-07 1.000000000000000038e-25 2.123874913099999922e-06 3.621839343399999668e-05
4.496472020903842217e-05 4.015877810237131598e+03 9.107192468000000485e-01 1.385230042099999922e-05 8.826175063999999737e-02 3.408821747599999884e-13 1.000000000000000038e-25 3.499805681899999802e-05 9.652007374899999837e-14 1.000000000000000038e-25 1.000000000000000038e-25 1.274958310099999912e-13 1.000000000000000038e-25 2.535451684999999989e-11 1.688527420899999982e-13 4.731905979799999724e-13 1.000000000000000038e-25 5.431127707899999711e-14 3.341768668500000181e-05 8.883379090400000248e-12 1.000000000000000038e-25 3.375774142900000190e-07 1.000000000000000038e-25 2.123908262299999813e-06 3.621896117300000135e-05
5.660722890537316039e-05 3.980032503204409295e+03 9.107309041500000202e-01 1.976279574799999931e-05 8.826395100999999410e-02 6.764798525400000159e-13 1.000000000000000038e-25 5.300956689000000315e-05 2.042143093099999909e-13 1.000000000000000038e-25 1.000000000000000038e-25 2.660709514499999937e-13 1.000000000000000038e-25 3.623889509400000120e-11 2.361249358199999931e-13 6.933563928299999932e-13 1.000000000000000038e-25 1.099736630999999974e-13 3.246161157299999887e-05 1.133198020100000043e-11 1.000000000000000038e-25 5.155060588599999985e-07 1.000000000000000038e-25 2.123961211399999789e-06 3.621986278800000040e-05
7.126427896022353330e-05 3.965000124047701775e+03 9.107386462500000057e-01 2.623255711499999891e-05 8.826592570300000051e-02 1.158793721999999977e-12 1.000000000000000038e-25 6.837443026299999899e-05 3.405415538599999755e-13 1.000000000000000038e-25 1.000000000000000038e-25 4.564041350499999964e-13 1.000000000000000038e-25 4.799224032999999709e-11 3.098257839299999974e-13 9.147462003299999717e-13 1.000000000000000038e-25 1.920259677599999971e-13 3.196709710900000052e-05 1.429958219399999979e-11 1.000000000000000038e-25 6.995500530699999883e-07 1.000000000000000038e-25 2.124008729900000161e-06 3.622067155600000007e-05
8.971641173621374690e-05 3.956693329485232425e+03 9.107442676500000500e-01 3.401716377700000123e-05 8.826796242499999889e-02 1.890086617799999974e-12 1.000000000000000038e-25 8.321077224099999916e-05 5.218102133899999884e-13 1.000000000000000038e-25 1.000000000000000038e-25 7.312315063200000244e-13 1.000000000000000038e-25 6.191829813900000294e-11 3.976789258799999754e-13 1.164795853799999952e-12 1.006011452900000054e-14 3.188556605999999964e-13 3.157499180999999981e-05 1.795977205300000101e-11 1.000000000000000038e-25 9.114003062700000304e-07 1.000000000000000038e-25 2.124057741000000040e-06 3.622150540900000170e-05
1.129462705897078389e-04 3.948964194824989590e+03 9.107485127800000191e-01 4.400169129599999811e-05 8.827029718300000161e-02 3.054983950199999824e-12 1.000000000000000038e-25 9.919944271900000654e-05 7.780524571499999774e-13 1.000000000000000038e-25 1.000000000000000038e-25 1.150008508799999929e-12 1.000000000000000038e-25 7.961967418000000523e-11 5.089209257699999808e-13 1.472259400800000062e-12 1.266735635700000050e-14 5.253204234199999796e-13 3.117683916300000095e-05 2.252164190800000099e-11 1.000000000000000038e-25 1.179739847200000072e-06 1.000000000000000038e-25 2.124113923999999815e-06 3.622246105099999694e-05
1.421909302127632546e-04 3.941163396789737362e+03 9.107505444200000300e-01 5.698950356600000089e-05 8.827300297800000362e-02 4.929619812000000061e-12 1.000000000000000038e-25 1.163218419499999939e-04 1.137776578999999940e-12 1.000000000000000038e-25 1.000000000000000038e-25 1.787353728300000079e-12 1.000000000000000038e-25 1.023676657199999970e-10 6.511541367499999961e-13 1.855691500400000189e-12 1.590512367999999932e-14 8.640990683099999849e-13 3.073758808700000333e-05 2.822903403699999924e-11 1.000000000000000038e-25 1.523033850099999906e-06 1.000000000000000038e-25 2.124179035499999949e-06 3.622356827600000301e-05
1.790077753714985496e-04 3.932240603730562270e+03 9.107492379999999610e-01 7.407356629599999554e-05 8.827618170400000630e-02 7.976469868999999956e-12 1.000000000000000038e-25 1.345918554399999905e-04 1.640679447400000000e-12 1.000000000000000038e-25 1.000000000000000038e-25 2.754964638400000030e-12 1.000000000000000038e-25 1.318532910700000128e-10 8.340495189999999822e-13 2.341116336099999975e-12 1.997739809199999936e-14 1.423598906300000086e-12 3.022101176499999937e-05 3.531310734700000096e-11 1.000000000000000038e-25 1.967114983600000037e-06 1.000000000000000038e-25 2.124255527400000157e-06 3.622486871000000298e-05
2.253574373239214108e-04 3.922641329730549842e+03 9.107426035000000253e-01 9.656167721200000496e-05 8.827989361999999396e-02 1.293949376600000068e-11 1.000000000000000038e-25 1.533477492400000055e-04 2.328993745300000047e-12 1.000000000000000038e-25 1.000000000000000038e-25 4.197270532700000005e-12 1.000000000000000038e-25 1.698051815000000066e-10 1.067671018500000024e-12 2.955591922799999899e-12 2.510112200699999980e-14 2.340882387000000200e-12 2.960250346899999968e-05 4.406285845699999799e-11 1.000000000000000038e-25 2.532254977800000101e-06 1.000000000000000038e-25 2.124344849900000131e-06 3.622638682799999936e-05
2.837082045838957515e-04 3.912372258254698863e+03 9.107282887100000002e-01 1.261463127000000029e-04 8.828423844100000140e-02 2.103815699299999858e-11 1.000000000000000038e-25 1.719852942999999931e-04 3.255103691400000120e-12 1.000000000000000038e-25 1.197316491399999948e-14 6.302626828000000268e-12 1.000000000000000038e-25 2.182319537499999974e-10 1.363317282500000098e-12 3.735850118100000372e-12 3.156602098800000089e-14 3.827419098900000184e-12 2.885674940700000039e-05 5.473689849399999967e-11 1.000000000000000038e-25 3.239318171300000019e-06 1.000000000000000038e-25 2.124449402400000082e-06 3.622816325599999954e-05
