# P      T      H      H2       He       H2O       CH4       CO       CO2       NH3       H2S       HCN       C2H2       Na       K       TiO       VO       FeH      e      Hm      PH3      FeI      FeII      CaI      MgI
3.571674682851674833e-05 1.188717625426172617e+03 2.444498302899999990e-05 8.368239490700000172e-01 1.622506374500000126e-01 2.509909690200000181e-04 8.010078520000000452e-13 5.249182621699999881e-04 1.182082280199999983e-07 4.579171063200000193e-11 2.228154339499999916e-05 1.117867636500000043e-12 1.000000000000000038e-25 3.729813676500000067e-06 2.366607560599999948e-07 1.000000000000000038e-25 3.680574323200000067e-12 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 1.343829684900000030e-08 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 6.961969719799999819e-09
4.496472020903842217e-05 1.195476515845376298e+03 2.475807352999999966e-05 8.368236412699999738e-01 1.622506121700000026e-01 2.509716966300000029e-04 1.115231580800000003e-12 5.249203919200000432e-04 1.159959481800000055e-07 5.582251546300000011e-11 2.232189657300000070e-05 1.403108812999999971e-12 1.000000000000000038e-25 3.729812028700000167e-06 2.366912620600000114e-07 1.000000000000000038e-25 4.319914499500000107e-12 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 1.562914308300000059e-08 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 8.919460435300000317e-09
5.660722890537316039e-05 1.209893824011202241e+03 2.883475230799999983e-05 8.368198441299999901e-01 1.622502726399999984e-01 2.509369291499999929e-04 1.348892727799999991e-12 5.249237765599999543e-04 1.115117215700000023e-07 6.573232093300000307e-11 2.234530826600000030e-05 1.756356125899999956e-12 1.000000000000000038e-25 3.729803478099999833e-06 2.374691746599999889e-07 1.000000000000000038e-25 7.159916730299999607e-12 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 1.525926436899999977e-08 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 2.041241827899999892e-08
7.126427896022353330e-05 1.223239838083592531e+03 3.275015167000000136e-05 8.368161612200000210e-01 1.622499440899999867e-01 2.509282850199999861e-04 1.672738795800000046e-12 5.249265978799999522e-04 1.076261658300000048e-07 7.786957208500000388e-11 2.236795861100000156e-05 2.198936232499999924e-12 1.000000000000000038e-25 3.729795056199999850e-06 2.380418585999999930e-07 1.000000000000000038e-25 1.106775472400000071e-11 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 1.536735464299999990e-08 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 4.132847480300000247e-08
8.971641173621374690e-05 1.235382503183535846e+03 3.622231154799999703e-05 8.368128354599999597e-01 1.622496472899999931e-01 2.509502170000000015e-04 2.131326535600000048e-12 5.249289582799999748e-04 1.043039611300000058e-07 9.287885866499999503e-11 2.239149735699999861e-05 2.754884205299999904e-12 1.000000000000000038e-25 3.729787214400000140e-06 2.384473161499999785e-07 1.000000000000000038e-25 1.589788256900000138e-11 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 1.600346778500000073e-08 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 7.353927313599999906e-08
1.129462705897078389e-04 1.247227273432214361e+03 3.970839577499999876e-05 8.368094318300000056e-01 1.622493445500000075e-01 2.510153456699999969e-04 2.737549102100000002e-12 5.249310331899999758e-04 1.012477130600000013e-07 1.109730796599999978e-10 2.241302157499999956e-05 3.449581741999999981e-12 1.000000000000000038e-25 3.729779131600000084e-06 2.387861714799999821e-07 1.000000000000000038e-25 2.205135523200000011e-11 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 1.684584409299999965e-08 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 1.251312808499999917e-07
1.421909302127632546e-04 1.258127618898709898e+03 4.264969126199999743e-05 8.368064569499999994e-01 1.622490793299999901e-01 2.511195509899999965e-04 3.594144081400000000e-12 5.249328298600000348e-04 9.859069562599999538e-08 1.333790319199999954e-10 2.243572424399999877e-05 4.324696143500000347e-12 1.000000000000000038e-25 3.729771740299999838e-06 2.390260517300000051e-07 1.000000000000000038e-25 2.787926596199999911e-11 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 1.820588178499999916e-08 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 1.927874060199999912e-07
1.790077753714985496e-04 1.269019679053166328e+03 4.566981158100000146e-05 8.368032945900000241e-01 1.622487975799999926e-01 2.512902221499999891e-04 4.728153100400000366e-12 5.249344226799999543e-04 9.608346994799999731e-08 1.603483145999999972e-10 2.245492271099999899e-05 5.417619528299999714e-12 1.000000000000000038e-25 3.729763852900000046e-06 2.392419108899999742e-07 1.000000000000000038e-25 3.496296553200000286e-11 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 1.973980686200000068e-08 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 2.915842123699999795e-07
2.253574373239214108e-04 1.279723949264503290e+03 4.859331626999999681e-05 8.368000741800000197e-01 1.622485096100000079e-01 2.515390097599999966e-04 6.261643636699999666e-12 5.249358102899999478e-04 9.376059264600000434e-08 1.931348187899999931e-10 2.247106156899999886e-05 6.787869542699999805e-12 1.000000000000000038e-25 3.729755671900000122e-06 2.394250499899999928e-07 1.000000000000000038e-25 4.314459497099999980e-11 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 2.157556954600000109e-08 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 4.267056136599999812e-07
2.837082045838957515e-04 1.290633271475750917e+03 5.174128176500000196e-05 8.367963877899999847e-01 1.622481770800000000e-01 2.519184355000000041e-04 8.276991814699999214e-12 5.249369481700000241e-04 9.154237766100000547e-08 2.324903171900000121e-10 2.248004714900000059e-05 8.496345554899999942e-12 1.000000000000000038e-25 3.729746334499999941e-06 2.396014732500000252e-07 1.000000000000000038e-25 5.331051396899999845e-11 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 2.354717778800000097e-08 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 6.239744469899999618e-07
3.571674682851644746e-04 1.302158774376909378e+03 5.546594726599999962e-05 8.367917033599999721e-01 1.622477510399999989e-01 2.525373387499999997e-04 1.086251757800000017e-11 5.249377257099999659e-04 8.938082673099999714e-08 2.794737558200000079e-10 2.247548397700000085e-05 1.062667853000000072e-11 1.000000000000000038e-25 3.729734717600000121e-06 2.397890694799999818e-07 1.000000000000000038e-25 6.696276877700000027e-11 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 2.548404962700000008e-08 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 9.359606960899999587e-07
