# P      T      H      H2       He       H2O       CH4       CO       CO2       NH3       H2S       HCN       C2H2       Na       K       TiO       VO       FeH      e      Hm      PH3      FeI      FeII      CaI      MgI
3.571674682851674833e-05 1.267307554705884741e+03 9.934782483899999518e-05 8.367356604200000270e-01 1.622429232100000007e-01 2.627017467400000260e-04 1.853304097100000075e-13 5.249106414599999859e-04 1.008647854300000058e-07 3.222938649500000284e-11 2.126137145899999848e-05 1.034799596400000078e-12 1.000000000000000038e-25 3.729639023799999789e-06 2.412681147800000074e-07 1.000000000000000038e-25 1.503601211199999932e-10 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 2.119130467000000097e-09 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 4.321936805700000380e-06
4.496472020903842217e-05 1.273997714486931272e+03 9.899639845000000318e-05 8.367330988000000191e-01 1.622425921900000068e-01 2.636977049600000090e-04 2.613486905499999959e-13 5.249107973699999570e-04 9.963710540699999735e-08 3.944793320799999908e-11 2.131063359700000121e-05 1.294272153700000010e-12 1.000000000000000038e-25 3.729630515099999957e-06 2.412488457000000039e-07 1.000000000000000038e-25 1.710562941599999899e-10 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 2.538736890400000002e-09 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 4.977759710599999785e-06
5.660722890537316039e-05 1.290114871965333350e+03 1.148539857499999978e-04 8.367084739600000320e-01 1.622403582599999949e-01 2.689843159400000174e-04 3.111699465099999869e-13 5.249053388699999757e-04 9.786572258199999921e-08 4.648909492099999951e-11 2.115133243600000060e-05 1.588007720500000057e-12 1.000000000000000038e-25 3.729578352699999965e-06 2.414639119299999755e-07 1.000000000000000038e-25 2.616455186500000053e-10 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 2.474422068999999996e-09 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 8.458774205499999883e-06
7.126427896022353330e-05 1.305256415577846838e+03 1.304245724199999874e-04 8.366813592499999785e-01 1.622379517800000004e-01 2.760435115300000119e-04 3.761994336400000224e-13 5.248983911799999470e-04 9.702512316199999417e-08 5.506883831099999811e-11 2.097012509100000153e-05 1.937057608400000194e-12 1.000000000000000038e-25 3.729522033199999960e-06 2.416242663100000089e-07 1.000000000000000038e-25 3.791403709199999861e-10 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 2.482357702700000019e-09 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 1.309485155600000064e-05
8.971641173621374690e-05 1.319091863891484536e+03 1.443052987699999865e-04 8.366532301900000412e-01 1.622353718500000042e-01 2.840693122199999831e-04 4.658136963700000007e-13 5.248902397700000487e-04 9.682688725300000413e-08 6.567002622200000582e-11 2.079721583900000093e-05 2.358194154199999911e-12 1.000000000000000038e-25 3.729461523400000203e-06 2.417363227899999871e-07 1.000000000000000038e-25 5.147844107199999816e-10 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 2.580469059000000092e-09 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 1.836389361800000168e-05
1.129462705897078389e-04 1.333596772230957413e+03 1.606491579699999956e-04 8.366182111200000104e-01 1.622322804399999874e-01 2.951636697300000071e-04 5.672658906099999963e-13 5.248795635700000345e-04 9.749816358100000194e-08 7.815225436800000631e-11 2.057283641299999962e-05 2.841324950399999870e-12 1.000000000000000038e-25 3.729389014800000161e-06 2.418445247799999773e-07 1.000000000000000038e-25 7.091780791100000384e-10 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 2.659028678700000035e-09 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 2.565003477600000169e-05
1.421909302127632546e-04 1.347021487248769517e+03 1.750655647799999944e-04 8.365831583099999635e-01 1.622290965200000046e-01 3.067593778500000219e-04 7.067356171000000230e-13 5.248682593099999625e-04 9.849803765599999350e-08 9.358173473999999673e-11 2.037656842700000148e-05 3.427464637199999878e-12 1.000000000000000038e-25 3.729314134800000008e-06 2.419209458800000240e-07 1.000000000000000038e-25 9.263604878999999816e-10 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 2.823051224599999924e-09 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 3.327439226999999786e-05
1.790077753714985496e-04 1.361185491389695017e+03 1.921718191799999976e-04 8.365392930899999691e-01 1.622251453799999910e-01 3.219022312000000040e-04 8.649467846199999787e-13 5.248535835699999789e-04 1.003865905700000015e-07 1.117939070300000015e-10 2.013938452899999908e-05 4.091709624200000354e-12 1.000000000000000038e-25 3.729221276599999925e-06 2.419971198800000002e-07 1.000000000000000038e-25 1.231221975900000034e-09 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 2.966374011400000126e-09 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 4.324331703100000283e-05
2.253574373239214108e-04 1.375697302675582932e+03 2.110430404399999869e-04 8.364877318400000261e-01 1.622204993299999898e-01 3.402893380199999780e-04 1.050943706600000072e-12 5.248358622499999957e-04 1.030719016000000064e-07 1.335732898399999887e-10 1.988606962200000104e-05 4.850356825799999701e-12 1.000000000000000038e-25 3.729112034499999987e-06 2.420660276600000096e-07 1.000000000000000038e-25 1.637385420299999938e-09 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 3.116065982299999945e-09 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 5.536662010300000004e-05
2.837082045838957515e-04 1.391177578632072255e+03 2.339715785699999877e-04 8.364405046099999685e-01 1.622168162200000041e-01 3.572312065600000163e-04 1.272971967299999948e-12 5.248220398299999591e-04 1.049739250899999937e-07 1.591564176700000005e-10 1.967585962600000151e-05 5.786149475699999612e-12 1.000000000000000038e-25 3.729024810700000098e-06 2.421379260399999831e-07 1.000000000000000038e-25 2.227302368000000076e-09 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 3.230533252600000111e-09 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 6.656673245099999753e-05
