# P      T      H      H2       He       H2O       CH4       CO       CO2       NH3       H2S       HCN       C2H2       Na       K       TiO       VO       FeH      e      Hm      PH3      FeI      FeII      CaI      MgI
3.571674682851674833e-05 3.175215531883383846e+03 9.105379935899999833e-01 4.279773321099999950e-04 8.832429818100000218e-02 2.291349705700000023e-10 1.000000000000000038e-25 2.849411207999999755e-04 1.970435982999999920e-11 1.000000000000000038e-25 4.625808534800000005e-14 3.507109991099999866e-12 1.000000000000000038e-25 6.120684232599999919e-10 2.173907843300000156e-12 4.575119089099999985e-11 2.533466778400000058e-13 1.195006109099999978e-11 1.113001184199999971e-05 7.528438063299999844e-12 1.000000000000000038e-25 2.087242089999999942e-05 1.000000000000000038e-25 2.125413388500000034e-06 3.624462104399999991e-05
4.496472020903842217e-05 3.150455431696474989e+03 9.103364382399999899e-01 6.175220770599999971e-04 8.834151182199999341e-02 4.825774818800000131e-10 1.000000000000000038e-25 2.853667304600000006e-04 2.897567202800000134e-11 1.000000000000000038e-25 9.210114484099999388e-14 3.864888130000000075e-12 1.000000000000000038e-25 7.650495410999999554e-10 2.654947833099999811e-12 7.053496131399999847e-11 3.842562408099999954e-13 1.726045446499999889e-11 9.350780614100000381e-06 8.294373513000000323e-12 1.000000000000000038e-25 2.265768685900000149e-05 1.000000000000000038e-25 2.125827612100000119e-06 3.625168124500000272e-05
5.660722890537316039e-05 3.112529194693697718e+03 9.099664647199999790e-01 9.623618232499999738e-04 8.837251042499999487e-02 1.194000541100000018e-09 1.000000000000000038e-25 2.857284701200000165e-04 4.649414568500000178e-11 1.000000000000000038e-25 2.086578598399999981e-13 4.065352954800000177e-12 1.000000000000000038e-25 9.959665757600000728e-10 3.333327613100000112e-12 1.219503963400000009e-10 6.477763025300000380e-13 2.570496360400000151e-11 7.446467149900000388e-06 8.864005708300000800e-12 1.000000000000000038e-25 2.457295660999999913e-05 1.000000000000000038e-25 2.126573552599999902e-06 3.626439659500000175e-05
7.126427896022353330e-05 3.091245236857942928e+03 9.095286051500000024e-01 1.367785864200000024e-03 8.840867536799999760e-02 2.434027793099999965e-09 1.000000000000000038e-25 2.859427221699999827e-04 6.709742004899999831e-11 1.000000000000000038e-25 4.053452680900000206e-13 4.395189025599999797e-12 1.000000000000000038e-25 1.234642460200000058e-09 4.047685873200000192e-12 1.836092699699999994e-10 9.617102206300000552e-13 3.557364285000000071e-11 6.316307036100000385e-06 9.811645299399999427e-12 1.000000000000000038e-25 2.571595571399999832e-05 1.000000000000000038e-25 2.127443813700000056e-06 3.627923098300000267e-05
8.971641173621374690e-05 3.073026140832139390e+03 9.089388164999999686e-01 1.912394743000000053e-03 8.845709992299999325e-02 4.788910144399999873e-09 1.000000000000000038e-25 2.861539459399999779e-04 9.493325089100000486e-11 1.000000000000000038e-25 7.664831537700000241e-13 4.764821901599999720e-12 1.000000000000000038e-25 1.523456751699999910e-09 4.906132031300000381e-12 2.694158217600000243e-10 1.394634831500000040e-12 4.836133541600000289e-11 5.438266180900000265e-06 1.097007174000000004e-11 1.000000000000000038e-25 2.661122881899999904e-05 1.000000000000000038e-25 2.128609085499999806e-06 3.629909446200000245e-05
1.129462705897078389e-04 3.055897774558094170e+03 9.081309529200000119e-01 2.657213601499999831e-03 8.852320445799999327e-02 9.286867342800000526e-09 1.000000000000000038e-25 2.864008682300000163e-04 1.332065352200000006e-10 1.000000000000000038e-25 1.434785493800000011e-12 5.163229028000000152e-12 1.000000000000000038e-25 1.885657701799999991e-09 5.970572336000000260e-12 3.911799245400000166e-10 2.004355330400000112e-12 6.509424592199999616e-11 4.728766318200000092e-06 1.235714118399999958e-11 1.000000000000000038e-25 2.734429116200000169e-05 1.000000000000000038e-25 2.130199800900000107e-06 3.632621076199999945e-05
1.421909302127632546e-04 3.041768149082628042e+03 9.070727058599999948e-01 3.631853453699999870e-03 8.860959843500000599e-02 1.737591117800000105e-08 1.000000000000000038e-25 2.866997369500000076e-04 1.832253558500000028e-10 1.000000000000000038e-25 2.615217491099999887e-12 5.638228109199999720e-12 1.000000000000000038e-25 2.329839409800000083e-09 7.274112445000000352e-12 5.532243425400000113e-10 2.811125107500000122e-12 8.652164023400000436e-11 4.184941498699999806e-06 1.410485843900000040e-11 1.000000000000000038e-25 2.791894385599999947e-05 1.000000000000000038e-25 2.132278752100000186e-06 3.636165019299999871e-05
1.790077753714985496e-04 3.028358815245186634e+03 9.056519739899999699e-01 4.939458523300000424e-03 8.872541411199999506e-02 3.213491703199999773e-08 1.000000000000000038e-25 2.870868772999999891e-04 2.503901176600000021e-10 1.000000000000000038e-25 4.730465968099999649e-12 6.165199979100000283e-12 1.000000000000000038e-25 2.897453992100000177e-09 8.926066568700000395e-12 7.757915363699999803e-10 3.913737989299999834e-12 1.142969364500000027e-10 3.745353072199999921e-06 1.624708296899999936e-11 1.000000000000000038e-25 2.839988992799999881e-05 1.000000000000000038e-25 2.135065692199999894e-06 3.640915935599999730e-05
2.253574373239214108e-04 3.016492125947348086e+03 9.037863367199999720e-01 6.655628075900000065e-03 8.887732034900000522e-02 5.823802720200000080e-08 1.000000000000000038e-25 2.875862448600000000e-04 3.384502518199999880e-10 1.000000000000000038e-25 8.433893884999999620e-12 6.774489095099999783e-12 1.000000000000000038e-25 3.619639022999999932e-09 1.101963735699999995e-11 1.071856649199999948e-09 5.378512188500000292e-12 1.499652475399999987e-10 3.400516610100000072e-06 1.893371814699999885e-11 1.000000000000000038e-25 2.879899671999999985e-05 1.000000000000000038e-25 2.138721094200000176e-06 3.647147392999999809e-05
2.837082045838957515e-04 3.006240750531315825e+03 9.013782930000000526e-01 8.869809190199999180e-03 8.907320959599999977e-02 1.031422952999999946e-07 1.000000000000000038e-25 2.882251049400000212e-04 4.520509366699999881e-10 1.000000000000000038e-25 1.477815349999999999e-11 7.480951375800000310e-12 1.000000000000000038e-25 4.537123705699999945e-09 1.367316564799999996e-11 1.457005510599999979e-09 7.287600700599999342e-12 1.953561666599999998e-10 3.133517807600000079e-06 2.230806317199999927e-11 1.000000000000000038e-25 2.913599486099999926e-05 1.000000000000000038e-25 2.143434873100000146e-06 3.655183155699999876e-05
