# P      T      H      H2       He       H2O       CH4       CO       CO2       NH3       H2S       HCN       C2H2       Na       K       TiO       VO       FeH      e      Hm      PH3      FeI      FeII      CaI      MgI
3.571674682851674833e-05 1.937940192577405014e+03 1.474616472699999958e-01 7.012039797900000426e-01 1.502645967400000060e-01 3.293152113200000192e-04 1.000000000000000038e-25 4.861976454800000236e-04 5.248171493300000309e-08 3.765338649600000232e-12 1.952247284999999973e-07 4.838314702100000435e-13 1.000000000000000038e-25 3.093195333799999956e-06 1.510167057300000032e-08 1.000000000000000038e-25 5.108168047299999711e-09 1.650969361700000067e-10 5.710871050199999773e-07 1.249279263900000039e-12 4.713188072999999769e-14 1.951211374399999980e-05 1.000000000000000038e-25 3.514004074400000194e-06 6.166222000199999588e-05
4.496472020903842217e-05 1.953813648848877619e+03 1.473605297199999942e-01 7.012968291600000237e-01 1.502727881500000029e-01 3.291203073599999933e-04 1.000000000000000038e-25 4.862248931600000055e-04 5.174019743400000058e-08 4.609268974899999622e-12 2.092288507999999991e-07 6.084138441799999530e-13 1.000000000000000038e-25 3.084915550600000205e-06 1.528646562399999851e-08 1.000000000000000038e-25 4.930617650099999678e-09 1.889959434099999909e-10 5.793822742000000241e-07 1.505750080100000003e-12 5.672434033499999902e-14 1.951314596499999934e-05 1.000000000000000038e-25 3.514183636600000123e-06 6.166555935099999328e-05
5.660722890537316039e-05 1.979451831204208702e+03 1.564180756000000116e-01 6.929792318799999906e-01 1.495379906500000078e-01 3.264727359399999815e-04 1.000000000000000038e-25 4.838482628799999877e-04 5.059484209399999750e-08 5.440091068899999700e-12 2.027695301999999878e-07 7.509134304100000467e-13 1.000000000000000038e-25 3.025833171600000075e-06 1.430221781400000000e-08 1.000000000000000038e-25 4.637320174300000394e-09 2.165571856800000010e-10 6.214562138900000515e-07 1.971586520599999833e-12 6.082041046100000278e-14 1.941769217200000128e-05 1.000000000000000038e-25 3.496994189199999862e-06 6.136400206000000178e-05
7.126427896022353330e-05 1.994537648216346952e+03 1.548949421799999948e-01 6.943779274900000464e-01 1.496615395299999984e-01 3.266286274399999982e-04 1.000000000000000038e-25 4.842487118199999730e-04 4.994377471600000212e-08 6.698245537999999891e-12 2.206371506399999967e-07 9.473319619099999837e-13 1.000000000000000038e-25 3.024542069600000067e-06 1.465292586399999971e-08 1.000000000000000038e-25 4.474836425399999651e-09 2.479285651300000241e-10 6.254212977400000024e-07 2.346969858600000090e-12 7.452104958799999420e-14 1.943369615799999894e-05 1.000000000000000038e-25 3.499869172000000132e-06 6.141467173499999966e-05
8.971641173621374690e-05 2.004722817712577580e+03 1.485908551600000072e-01 7.001669934900000003e-01 1.501729428199999883e-01 3.280836855300000177e-04 1.000000000000000038e-25 4.859040166500000111e-04 4.951744742099999782e-08 8.409512366700000604e-12 2.529441668800000105e-07 1.207251280800000078e-12 1.000000000000000038e-25 3.050314702399999886e-06 1.564175777800000095e-08 1.000000000000000038e-25 4.371286212000000277e-09 2.837641864300000030e-10 6.111814387200000009e-07 2.674844976099999950e-12 9.705366575999999681e-14 1.950006082999999944e-05 1.000000000000000038e-25 3.511809061900000174e-06 6.162449703199999443e-05
1.129462705897078389e-04 2.012552866947539087e+03 1.404138807799999999e-01 7.076759396899999777e-01 1.508362866600000129e-01 3.300535685900000266e-04 1.000000000000000038e-25 4.880508866899999792e-04 4.919888224899999725e-08 1.063791320300000039e-11 2.965771592099999987e-07 1.543424414799999951e-12 1.000000000000000038e-25 3.087261788099999809e-06 1.700821592699999923e-08 1.000000000000000038e-25 4.295065521199999637e-09 3.244546656999999903e-10 5.891098346399999821e-07 2.984958427000000073e-12 1.298337267099999939e-13 1.958615071699999877e-05 1.000000000000000038e-25 3.527298189899999805e-06 6.189666810499999878e-05
1.421909302127632546e-04 2.017325224210801935e+03 1.300650886599999945e-01 7.171792765200000197e-01 1.516758229200000085e-01 3.326108972299999882e-04 1.000000000000000038e-25 4.907677762800000511e-04 4.901159249700000108e-08 1.360021930000000079e-11 3.579779590100000060e-07 1.983544436300000022e-12 1.000000000000000038e-25 3.137178402099999874e-06 1.894185858200000036e-08 1.000000000000000038e-25 4.253130017700000175e-09 3.707069658899999955e-10 5.578156783399999715e-07 3.244429136300000085e-12 1.799876669499999972e-13 1.969511407800000015e-05 1.000000000000000038e-25 3.546902010400000049e-06 6.224113653899999825e-05
1.790077753714985496e-04 2.020157292688286816e+03 1.189807830900000002e-01 7.273580400300000415e-01 1.525750332899999950e-01 3.353625491100000020e-04 1.000000000000000038e-25 4.936776859399999873e-04 4.890639519399999735e-08 1.745629546499999876e-11 4.385282935700000207e-07 2.551114666000000179e-12 1.000000000000000038e-25 3.191969147399999971e-06 2.138246177800000081e-08 1.000000000000000038e-25 4.232279890599999919e-09 4.227561042199999759e-10 5.226015263799999553e-07 3.466779337799999907e-12 2.543080380399999848e-13 1.981181973499999990e-05 1.000000000000000038e-25 3.567895911299999863e-06 6.261008776900000639e-05
2.253574373239214108e-04 2.021160342309801308e+03 1.075107694500000016e-01 7.378910027799999716e-01 1.535055417800000044e-01 3.382091358000000026e-04 1.000000000000000038e-25 4.966887992899999757e-04 4.887598698700000257e-08 2.249210121999999870e-11 5.442816172599999825e-07 3.284320449700000153e-12 1.000000000000000038e-25 3.249500003199999816e-06 2.444240945400000101e-08 1.000000000000000038e-25 4.230913880099999662e-09 4.812993152599999596e-10 4.847941915400000189e-07 3.646873676599999839e-12 3.659265034600000072e-13 1.993258167600000125e-05 1.000000000000000038e-25 3.589615221200000103e-06 6.299187696000000021e-05
2.837082045838957515e-04 2.020472280776442403e+03 9.606545211299999387e-02 7.484012886099999928e-01 1.544340568400000002e-01 3.410395636399999740e-04 1.000000000000000038e-25 4.996933932399999717e-04 4.891307027099999755e-08 2.903676324399999839e-11 6.820541392499999500e-07 4.225742225099999793e-12 1.000000000000000038e-25 3.307288480499999958e-06 2.823225509299999850e-08 1.000000000000000038e-25 4.247347298599999902e-09 5.466408952799999573e-10 4.459504217999999984e-07 3.781669194299999700e-12 5.343239658700000087e-13 2.005307588199999988e-05 1.000000000000000038e-25 3.611280465799999981e-06 6.337284248100000445e-05
