# P      T      H      H2       He       H2O       CH4       CO       CO2       NH3       H2S       HCN       C2H2       Na       K       TiO       VO       FeH      e      Hm      PH3      FeI      FeII      CaI      MgI
3.571674682851674833e-05 1.150992713761514551e+03 1.166041794800000051e-05 8.368303030899999495e-01 1.622514546000000113e-01 2.554619513499999843e-04 1.664632353599999977e-12 5.249048416300000413e-04 1.342727067499999957e-07 5.509874471799999764e-11 2.212815434699999984e-05 1.116414597399999997e-12 1.000000000000000038e-25 3.729830144200000077e-06 2.307744968000000118e-07 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 3.292276796600000012e-08 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 1.777840184899999894e-10
4.496472020903842217e-05 1.157299223076387307e+03 1.180211575800000067e-05 8.368301668700000029e-01 1.622514451300000049e-01 2.554367523399999761e-04 2.319070966600000156e-12 5.249073422300000024e-04 1.317404488700000051e-07 6.718175790999999755e-11 2.216434075400000163e-05 1.401376794199999985e-12 1.000000000000000038e-25 3.729828650100000089e-06 2.308257713900000101e-07 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 3.797862464899999731e-08 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 2.271922497699999873e-10
5.660722890537316039e-05 1.170686130140187515e+03 1.371275906000000038e-05 8.368284035899999918e-01 1.622512874800000060e-01 2.553786491899999954e-04 2.811589172200000156e-12 5.249119500999999523e-04 1.266214014400000043e-07 7.916157607899999400e-11 2.220667629399999927e-05 1.754544559900000004e-12 1.000000000000000038e-25 3.729824132000000142e-06 2.322487996499999972e-07 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 3.740719978499999897e-08 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 5.158931467800000481e-10
7.126427896022353330e-05 1.183113418974892284e+03 1.554902022100000095e-05 8.368267085199999622e-01 1.622511365000000039e-01 2.553268604600000195e-04 3.492530903699999860e-12 5.249159161099999646e-04 1.221655422399999992e-07 9.382374714300000216e-11 2.224636232399999943e-05 2.197231965600000145e-12 1.000000000000000038e-25 3.729819622600000111e-06 2.333102837799999876e-07 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 3.786553053000000178e-08 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 1.040337292500000034e-09
8.971641173621374690e-05 1.194561961906676970e+03 1.722546661899999895e-05 8.368251593800000165e-01 1.622509991099999882e-01 2.552813282299999805e-04 4.443250780600000345e-12 5.249193471299999766e-04 1.182882147700000013e-07 1.118691238700000063e-10 2.228432590999999873e-05 2.753496814200000055e-12 1.000000000000000038e-25 3.729815261300000056e-06 2.340909312499999904e-07 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 3.936739012499999679e-08 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 1.873799900700000199e-09
1.129462705897078389e-04 1.205820191872636769e+03 1.894370498499999849e-05 8.368235702999999859e-01 1.622508583900000023e-01 2.552387702899999960e-04 5.690195881699999959e-12 5.249225020900000422e-04 1.146757635800000017e-07 1.335629104700000061e-10 2.232118957899999857e-05 3.449194958899999917e-12 1.000000000000000038e-25 3.729810710699999833e-06 2.347585895100000026e-07 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 4.125125706900000116e-08 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 3.255134220400000027e-09
1.421909302127632546e-04 1.216174495602793741e+03 2.040420695300000122e-05 8.368222161099999612e-01 1.622507391699999912e-01 2.552022458300000200e-04 7.452501653000000454e-12 5.249252697399999553e-04 1.115194306000000025e-07 1.604237238400000096e-10 2.235736573199999938e-05 4.326482085300000021e-12 1.000000000000000038e-25 3.729806453899999892e-06 2.352351405499999928e-07 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 4.428686499999999811e-08 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 5.114095867799999793e-09
1.790077753714985496e-04 1.226382180070465893e+03 2.185968530200000122e-05 8.368208635399999595e-01 1.622506203000000091e-01 2.551689029400000118e-04 9.805439312099999888e-12 5.249278504199999477e-04 1.085503794700000016e-07 1.928455210999999881e-10 2.239289262900000062e-05 5.424333823699999998e-12 1.000000000000000038e-25 3.729802065699999919e-06 2.356500240699999974e-07 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 4.779890464400000269e-08 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 7.823420191899999204e-09
2.253574373239214108e-04 1.236305489876390766e+03 2.323032495500000101e-05 8.368195850399999802e-01 1.622505083000000126e-01 2.551395907900000219e-04 1.301406874100000047e-11 5.249302408999999845e-04 1.057925961400000044e-07 2.323566856900000026e-10 2.242800520200000027e-05 6.804138045900000342e-12 1.000000000000000038e-25 3.729797658000000034e-06 2.359926284299999962e-07 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 5.204697429400000195e-08 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 1.150655003200000037e-08
2.837082045838957515e-04 1.246349359109890429e+03 2.467120737000000132e-05 8.368182350299999683e-01 1.622503899499999902e-01 2.551140187099999908e-04 1.727252477599999989e-11 5.249325169299999799e-04 1.031273090600000058e-07 2.798953667799999991e-10 2.246252665400000169e-05 8.531088169599999272e-12 1.000000000000000038e-25 3.729792957200000177e-06 2.363158914400000110e-07 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 5.665561633399999813e-08 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 1.685924704799999883e-08
3.571674682851644746e-04 1.256901705745903655e+03 2.635276567800000141e-05 8.368166511500000349e-01 1.622502506300000091e-01 2.550936987600000219e-04 2.280335621999999948e-11 5.249347322200000315e-04 1.004531108599999975e-07 3.367713129800000064e-10 2.249633799499999910e-05 1.069827743900000042e-11 1.000000000000000038e-25 3.729787645799999989e-06 2.366574846699999990e-07 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 6.124735509200000359e-08 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 2.538136311099999903e-08
4.496472020903805218e-04 1.267900003009064221e+03 2.828211545499999965e-05 8.368148197100000463e-01 1.622500891299999970e-01 2.550830128299999989e-04 2.994805078500000034e-11 5.249368564000000048e-04 9.779601637699999454e-08 4.046111716299999831e-10 2.252907993200000132e-05 1.340983562100000017e-11 1.000000000000000038e-25 3.729781690900000167e-06 2.370076369599999880e-07 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 6.580988793800000303e-08 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 3.900272012700000273e-08
5.660722890537269554e-04 1.279106559329307174e+03 3.035671220699999847e-05 8.368128262999999789e-01 1.622499131700000097e-01 2.550876360399999981e-04 3.934628197300000185e-11 5.249388503900000299e-04 9.521930698000000605e-08 4.862465678799999624e-10 2.256068010500000083e-05 1.681336796800000135e-11 1.000000000000000038e-25 3.729775221600000089e-06 2.373394121799999980e-07 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 7.067188804500000490e-08 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 5.991372019199999533e-08
7.126427896022295054e-04 1.290396477095078126e+03 3.252618840500000227e-05 8.368107051700000021e-01 1.622497257699999917e-01 2.551144751200000080e-04 5.176373484200000023e-11 5.249406938999999581e-04 9.275211071099999622e-08 5.844731997899999723e-10 2.259080290699999941e-05 2.107422704800000034e-11 1.000000000000000038e-25 3.729768284900000030e-06 2.376445547200000064e-07 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 7.597050952800000413e-08 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 9.114968556800000645e-08
8.971641173621299880e-04 1.301808916144254908e+03 3.480386824699999778e-05 8.368084233400000516e-01 1.622495237400000123e-01 2.551736526299999870e-04 6.820910431700000218e-11 5.249423853200000040e-04 9.038444975100000263e-08 7.029048886100000015e-10 2.261905112299999982e-05 2.641776324300000080e-11 1.000000000000000038e-25 3.729760783600000019e-06 2.379271369100000008e-07 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 8.172877910700000357e-08 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 1.375983488400000103e-07
1.129462705897069227e-03 1.313429882653515733e+03 3.725678889500000222e-05 8.368058873699999456e-01 1.622492986200000098e-01 2.552825366000000158e-04 8.975484945999999955e-11 5.249439118000000237e-04 8.810050281100000286e-08 8.448355111800000336e-10 2.264441548400000025e-05 3.309143417099999738e-11 1.000000000000000038e-25 3.729752528099999877e-06 2.381967643300000025e-07 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 8.777745520399999923e-08 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 2.077033514600000023e-07
1.421909302127621162e-03 1.325258028063310121e+03 3.986652314999999887e-05 8.368030702500000029e-01 1.622490476800000081e-01 2.554638511899999845e-04 1.182916085700000113e-10 5.249452566700000015e-04 8.590577547600000436e-08 1.016345042200000102e-09 2.266611830000000045e-05 4.147751611799999874e-11 1.000000000000000038e-25 3.729743399399999914e-06 2.384501982899999917e-07 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 9.427947361999999517e-08 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 3.122670924400000152e-07
1.790077753714970805e-03 1.337354257383171444e+03 4.270244718199999904e-05 8.367998300700000280e-01 1.622487572699999880e-01 2.557566481100000165e-04 1.555489819000000054e-10 5.249463725199999663e-04 8.380142295499999456e-08 1.221738024800000087e-09 2.268205861400000007e-05 5.193522773100000075e-11 1.000000000000000038e-25 3.729733092499999975e-06 2.386941942700000060e-07 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 1.010218160400000032e-07 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 4.700159343900000056e-07
2.253574373239196002e-03 1.350015449336915026e+03 4.597704039799999895e-05 8.367957913600000408e-01 1.622483905500000101e-01 2.562440477300000010e-04 2.034418596899999889e-10 5.249471679599999668e-04 8.175713390200000043e-08 1.467171025700000070e-09 2.268825610500000044e-05 6.499468821800000445e-11 1.000000000000000038e-25 3.729720749100000113e-06 2.389440191899999868e-07 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 1.076009282899999956e-07 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 7.211440284699999586e-07
2.837082045838934530e-03 1.363513201298795366e+03 4.993322908000000292e-05 8.367904615800000334e-01 1.622479048500000132e-01 2.570847509399999957e-04 2.632511188899999989e-10 5.249474897499999950e-04 7.978618671899999673e-08 1.757393629800000039e-09 2.267712914100000068e-05 8.117472622799999630e-11 1.000000000000000038e-25 3.729705391899999844e-06 2.392092317799999764e-07 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 1.135008563599999996e-07 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 1.141834889300000066e-06
3.571674682851615906e-03 1.377957028415692776e+03 5.475634862999999996e-05 8.367829743000000375e-01 1.622472007599999877e-01 2.585515617199999803e-04 3.367311699199999768e-10 5.249469493799999468e-04 7.795295891299999541e-08 2.100549274899999991e-09 2.263687931100000092e-05 1.011501859099999949e-10 1.000000000000000038e-25 3.729684647800000118e-06 2.394877490800000082e-07 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 1.185414952300000027e-07 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 1.862854107600000080e-06
4.496472020903767922e-03 1.393478894503125957e+03 6.069703991200000004e-05 8.367730563599999893e-01 1.622463284100000014e-01 2.610646307700000132e-04 4.242152441600000249e-10 5.249456027899999586e-04 7.636285803799999708e-08 2.503230960900000201e-09 2.255423882800000065e-05 1.254708070999999981e-10 1.000000000000000038e-25 3.729659562099999975e-06 2.397772937900000164e-07 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 1.224354322599999953e-07 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 3.121043665199999892e-06
5.660722890537223800e-03 1.410170843787910144e+03 6.802544657500000187e-05 8.367611491899999976e-01 1.622452721200000059e-01 2.639106523499999864e-04 5.282796687800000392e-10 5.249436226799999473e-04 7.478813834500000554e-08 2.975824041999999857e-09 2.248365594599999878e-05 1.554738599899999931e-10 1.000000000000000038e-25 3.729629904200000038e-06 2.400719610399999909e-07 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 1.251102506500000013e-07 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 4.771854570999999638e-06
7.126427896022236724e-03 1.428254041613460458e+03 7.725654800500000093e-05 8.367443438799999633e-01 1.622437155099999972e-01 2.681301241099999966e-04 6.457427291300000181e-10 5.249397233300000460e-04 7.349366387200000237e-08 3.525089375700000023e-09 2.240452378700000038e-05 1.915809449999999954e-10 1.000000000000000038e-25 3.729588139099999974e-06 2.403705286699999749e-07 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 1.261726827900000075e-07 1.000000000000000038e-25 1.000000000000000038e-25 1.000000000000000038e-25 7.554031949900000216e-06
